Scenario,Road_ID,Road_Name,Road_Type,Status,Is_Blocked,Length
Morning_Peak,9882830220-347431498,Jalan Magazine,Main_Artery,Congested,1,25.4
Morning_Peak,9882830221-9882830224,Unnamed,Small_Alley,Congested,1,5.1
Morning_Peak,9882830224-9882830221,Unnamed,Small_Alley,Congested,1,5.1
Morning_Peak,9882830224-9882830220,Unnamed,Small_Alley,Congested,1,9.0
Morning_Peak,9882830224-9882830227,Unnamed,Small_Alley,Clear,0,6.3
Morning_Peak,9882830224-9882830226,Unnamed,Small_Alley,Clear,0,6.6
Morning_Peak,9882830226-9882825905,Unnamed,Small_Alley,Clear,0,8.5
Morning_Peak,9882830226-9882830224,Unnamed,Small_Alley,Clear,0,6.6
Morning_Peak,9882830226-9882825869,Unnamed,Small_Alley,Clear,0,6.8
Morning_Peak,9882830227-9882830224,Unnamed,Small_Alley,Clear,0,6.3
Morning_Peak,9882830228-9882830229,Unnamed,Small_Alley,Clear,0,40.7
Morning_Peak,9882830228-9882830229,Unnamed,Small_Alley,Clear,0,40.7
Morning_Peak,9882830228-2744175013,Unnamed,Small_Alley,Clear,0,4.6
Morning_Peak,9882830228-9882830244,Unnamed,Small_Alley,Congested,1,31.9
Morning_Peak,9882830229-2744175014,Unnamed,Small_Alley,Clear,0,4.8
Morning_Peak,9882830229-2744175014,Unnamed,Small_Alley,Clear,0,4.8
Morning_Peak,9882830229-9882830228,Unnamed,Small_Alley,Clear,0,40.7
Morning_Peak,9882830229-9882830228,Unnamed,Small_Alley,Clear,0,40.7
Morning_Peak,9882830229-9882830231,Unnamed,Small_Alley,Clear,0,4.7
Morning_Peak,9882830229-9882830231,Unnamed,Small_Alley,Clear,0,4.7
Morning_Peak,9882830231-9882830229,Unnamed,Small_Alley,Clear,0,4.7
Morning_Peak,9882830231-9882830229,Unnamed,Small_Alley,Clear,0,4.7
Morning_Peak,9882830231-9882830247,Unnamed,Small_Alley,Clear,0,4.8
Morning_Peak,9882830231-9882830247,Unnamed,Small_Alley,Clear,0,4.8
Morning_Peak,9882830231-9882830245,Unnamed,Small_Alley,Congested,1,18.8
Morning_Peak,9882830231-9882830245,Unnamed,Small_Alley,Congested,1,18.8
Morning_Peak,9882830232-9882830233,Unnamed,Small_Alley,Clear,0,17.2
Morning_Peak,9882830232-9882830233,Unnamed,Small_Alley,Clear,0,17.2
Morning_Peak,9882830232-2744175017,Unnamed,Small_Alley,Congested,1,3.6
Morning_Peak,9882830232-9882830234,Unnamed,Small_Alley,Clear,0,4.2
Morning_Peak,9882830233-2744175018,Unnamed,Small_Alley,Clear,0,3.6
Morning_Peak,9882830233-9882830232,Unnamed,Small_Alley,Clear,0,17.2
Morning_Peak,9882830233-9882830232,Unnamed,Small_Alley,Clear,0,17.2
Morning_Peak,9882830233-9882830235,Unnamed,Small_Alley,Clear,0,4.2
Morning_Peak,9882830234-9882830235,Unnamed,Small_Alley,Clear,0,17.2
Morning_Peak,9882830234-9882830235,Unnamed,Small_Alley,Clear,0,17.2
Morning_Peak,9882830234-9882830232,Unnamed,Small_Alley,Clear,0,4.2
Morning_Peak,9882830234-9882830236,Unnamed,Small_Alley,Clear,0,4.1
Morning_Peak,9882830235-9882830233,Unnamed,Small_Alley,Congested,1,4.2
Morning_Peak,9882830235-9882830234,Unnamed,Small_Alley,Congested,1,17.2
Morning_Peak,9882830235-9882830234,Unnamed,Small_Alley,Congested,1,17.2
Morning_Peak,9882830235-9882830237,Unnamed,Small_Alley,Congested,1,4.1
Morning_Peak,9882830236-9882830237,Unnamed,Small_Alley,Clear,0,17.3
Morning_Peak,9882830236-9882830237,Unnamed,Small_Alley,Clear,0,17.3
Morning_Peak,9882830236-9882830234,Unnamed,Small_Alley,Clear,0,4.1
Morning_Peak,9882830236-9882830238,Unnamed,Small_Alley,Clear,0,4.0
Morning_Peak,9882830237-9882830235,Unnamed,Small_Alley,Clear,0,4.1
Morning_Peak,9882830237-9882830236,Unnamed,Small_Alley,Clear,0,17.3
Morning_Peak,9882830237-9882830236,Unnamed,Small_Alley,Clear,0,17.3
Morning_Peak,9882830237-9882830239,Unnamed,Small_Alley,Congested,1,4.0
Morning_Peak,9882830238-9882830239,Unnamed,Small_Alley,Congested,1,17.3
Morning_Peak,9882830238-9882830239,Unnamed,Small_Alley,Congested,1,17.3
Morning_Peak,9882830238-9882830236,Unnamed,Small_Alley,Clear,0,4.0
Morning_Peak,9882830238-9882830240,Unnamed,Small_Alley,Clear,0,4.3
Morning_Peak,9882830239-9882830237,Unnamed,Small_Alley,Congested,1,4.0
Morning_Peak,9882830239-9882830238,Unnamed,Small_Alley,Congested,1,17.3
Morning_Peak,9882830239-9882830238,Unnamed,Small_Alley,Congested,1,17.3
Morning_Peak,9882830239-9882830241,Unnamed,Small_Alley,Clear,0,4.3
Morning_Peak,9882830240-9882830241,Unnamed,Small_Alley,Congested,1,17.4
Morning_Peak,9882830240-9882830241,Unnamed,Small_Alley,Congested,1,17.4
Morning_Peak,9882830240-9882830238,Unnamed,Small_Alley,Congested,1,4.3
Morning_Peak,9882830240-9882830244,Unnamed,Small_Alley,Congested,1,1.3
Morning_Peak,9882830241-9882830239,Unnamed,Small_Alley,Clear,0,4.3
Morning_Peak,9882830241-9882830240,Unnamed,Small_Alley,Congested,1,17.4
Morning_Peak,9882830241-9882830240,Unnamed,Small_Alley,Congested,1,17.4
Morning_Peak,9882830241-9882830242,Unnamed,Small_Alley,Clear,0,4.4
Morning_Peak,9882830242-9882830243,Unnamed,Small_Alley,Clear,0,18.7
Morning_Peak,9882830242-9882830243,Unnamed,Small_Alley,Clear,0,18.7
Morning_Peak,9882830242-9882830241,Unnamed,Small_Alley,Congested,1,4.4
Morning_Peak,9882830242-9882830246,Unnamed,Small_Alley,Clear,0,4.4
Morning_Peak,9882830243-9882830247,Unnamed,Small_Alley,Congested,1,4.5
Morning_Peak,9882830243-9882830247,Unnamed,Small_Alley,Congested,1,4.5
Morning_Peak,9882830243-9882830244,Unnamed,Small_Alley,Congested,1,4.4
Morning_Peak,9882830243-9882830244,Unnamed,Small_Alley,Congested,1,4.4
Morning_Peak,9882830243-9882830242,Unnamed,Small_Alley,Congested,1,18.7
Morning_Peak,9882830243-9882830242,Unnamed,Small_Alley,Congested,1,18.7
Morning_Peak,9882830244-9882830243,Unnamed,Small_Alley,Congested,1,4.4
Morning_Peak,9882830244-9882830243,Unnamed,Small_Alley,Congested,1,4.4
Morning_Peak,9882830244-9882830240,Unnamed,Small_Alley,Clear,0,1.3
Morning_Peak,9882830244-9882830228,Unnamed,Small_Alley,Clear,0,31.9
Morning_Peak,9882830245-9882830246,Unnamed,Small_Alley,Clear,0,4.9
Morning_Peak,9882830245-9882830231,Unnamed,Small_Alley,Clear,0,18.8
Morning_Peak,9882830245-9882830231,Unnamed,Small_Alley,Clear,0,18.8
Morning_Peak,9882830245-9882830249,Unnamed,Small_Alley,Clear,0,4.2
Morning_Peak,9882830246-9882830247,Unnamed,Small_Alley,Congested,1,18.7
Morning_Peak,9882830246-9882830247,Unnamed,Small_Alley,Congested,1,18.7
Morning_Peak,9882830246-9882830245,Unnamed,Small_Alley,Clear,0,4.9
Morning_Peak,9882830246-9882830242,Unnamed,Small_Alley,Clear,0,4.4
Morning_Peak,9882830247-9882830231,Unnamed,Small_Alley,Congested,1,4.8
Morning_Peak,9882830247-9882830231,Unnamed,Small_Alley,Congested,1,4.8
Morning_Peak,9882830247-9882830243,Unnamed,Small_Alley,Clear,0,4.5
Morning_Peak,9882830247-9882830243,Unnamed,Small_Alley,Clear,0,4.5
Morning_Peak,9882830247-9882830246,Unnamed,Small_Alley,Clear,0,18.7
Morning_Peak,9882830247-9882830246,Unnamed,Small_Alley,Clear,0,18.7
Morning_Peak,9882830248-9882830249,Unnamed,Small_Alley,Congested,1,32.8
Morning_Peak,9882830248-9882830249,Unnamed,Small_Alley,Congested,1,32.8
Morning_Peak,9882830248-2744175015,Unnamed,Small_Alley,Congested,1,3.8
Morning_Peak,9882830248-9882830254,Unnamed,Small_Alley,Clear,0,7.7
Morning_Peak,9882830249-9882830245,Unnamed,Small_Alley,Congested,1,4.2
Morning_Peak,9882830249-9882830248,Unnamed,Small_Alley,Congested,1,32.8
Morning_Peak,9882830249-9882830248,Unnamed,Small_Alley,Congested,1,32.8
Morning_Peak,9882830249-9882830252,Unnamed,Small_Alley,Clear,0,4.1
Morning_Peak,9882830252-9882830249,Unnamed,Small_Alley,Clear,0,4.1
Morning_Peak,9882830252-9882830254,Unnamed,Small_Alley,Congested,1,28.8
Morning_Peak,9882830252-9882830254,Unnamed,Small_Alley,Congested,1,28.8
Morning_Peak,9882830252-9882830257,Unnamed,Small_Alley,Clear,0,5.0
Morning_Peak,9882830254-9882830252,Unnamed,Small_Alley,Congested,1,28.8
Morning_Peak,9882830254-9882830252,Unnamed,Small_Alley,Congested,1,28.8
Morning_Peak,9882830254-9882830248,Unnamed,Small_Alley,Congested,1,7.7
Morning_Peak,9882830254-9882830256,Unnamed,Small_Alley,Clear,0,5.7
Morning_Peak,9882830256-9882830257,Unnamed,Small_Alley,Congested,1,26.3
Morning_Peak,9882830256-9882830257,Unnamed,Small_Alley,Congested,1,26.3
Morning_Peak,9882830256-9882830258,Unnamed,Small_Alley,Congested,1,3.8
Morning_Peak,9882830256-9882830254,Unnamed,Small_Alley,Clear,0,5.7
Morning_Peak,9882830257-9882830252,Unnamed,Small_Alley,Clear,0,5.0
Morning_Peak,9882830257-9882830256,Unnamed,Small_Alley,Clear,0,26.3
Morning_Peak,9882830257-9882830256,Unnamed,Small_Alley,Clear,0,26.3
Morning_Peak,9882830257-9882830259,Unnamed,Small_Alley,Clear,0,3.7
Morning_Peak,9882830258-9882830259,Unnamed,Small_Alley,Clear,0,25.9
Morning_Peak,9882830258-9882830259,Unnamed,Small_Alley,Clear,0,25.9
Morning_Peak,9882830258-9882830256,Unnamed,Small_Alley,Clear,0,3.8
Morning_Peak,9882830258-9882830260,Unnamed,Small_Alley,Clear,0,4.2
Morning_Peak,9882830259-9882830257,Unnamed,Small_Alley,Clear,0,3.7
Morning_Peak,9882830259-9882830258,Unnamed,Small_Alley,Clear,0,25.9
Morning_Peak,9882830259-9882830258,Unnamed,Small_Alley,Clear,0,25.9
Morning_Peak,9882830259-9882830261,Unnamed,Small_Alley,Clear,0,3.9
Morning_Peak,9882830260-9882830261,Unnamed,Small_Alley,Congested,1,26.1
Morning_Peak,9882830260-9882830261,Unnamed,Small_Alley,Congested,1,26.1
Morning_Peak,9882830260-9882830258,Unnamed,Small_Alley,Congested,1,4.2
Morning_Peak,9882830260-9882830262,Unnamed,Small_Alley,Congested,1,4.3
Morning_Peak,9882830261-9882830259,Unnamed,Small_Alley,Congested,1,3.9
Morning_Peak,9882830261-9882830260,Unnamed,Small_Alley,Congested,1,26.1
Morning_Peak,9882830261-9882830260,Unnamed,Small_Alley,Congested,1,26.1
Morning_Peak,9882830261-9882830263,Unnamed,Small_Alley,Clear,0,4.2
Morning_Peak,9882830262-9882830263,Unnamed,Small_Alley,Clear,0,26.1
Morning_Peak,9882830262-9882830263,Unnamed,Small_Alley,Clear,0,26.1
Morning_Peak,9882830262-9882830263,Unnamed,Small_Alley,Clear,0,44.7
Morning_Peak,9882830262-9882830260,Unnamed,Small_Alley,Clear,0,4.3
Morning_Peak,9882830263-9882830261,Unnamed,Small_Alley,Congested,1,4.2
Morning_Peak,9882830263-9882830262,Unnamed,Small_Alley,Congested,1,26.1
Morning_Peak,9882830263-9882830262,Unnamed,Small_Alley,Congested,1,26.1
Morning_Peak,9882830263-9882830262,Unnamed,Small_Alley,Congested,1,44.7
Morning_Peak,9128525199-9128530102,Unnamed,Small_Alley,Clear,0,18.1
Morning_Peak,9128525199-9128530102,Unnamed,Small_Alley,Clear,0,18.1
Morning_Peak,9128525199-9128525198,Unnamed,Small_Alley,Clear,0,45.9
Morning_Peak,9128525199-9128525198,Unnamed,Small_Alley,Clear,0,45.9
Morning_Peak,9882830280-9882830281,Unnamed,Small_Alley,Clear,0,19.9
Morning_Peak,9882830281-608385925,Jalan Magazine,Main_Artery,Congested,1,7.4
Morning_Peak,9882830281-9882830280,Unnamed,Small_Alley,Clear,0,19.9
Morning_Peak,9882830331-9882830336,Unnamed,Small_Alley,Clear,0,52.9
Morning_Peak,9882830336-9037212753,Lebuh Noordin,Small_Alley,Clear,0,19.0
Morning_Peak,9882830336-9882830331,Unnamed,Small_Alley,Clear,0,52.9
Morning_Peak,2618295983-11304826448,Unnamed,Small_Alley,Clear,0,37.7
Morning_Peak,2618295983-6041592430,Unnamed,Small_Alley,Congested,1,47.5
Morning_Peak,2618295983-347434922,Unnamed,Small_Alley,Congested,1,68.4
Morning_Peak,2618295994-6039812883,Lorong Argus,Local_Street,Clear,0,56.0
Morning_Peak,2618295994-7830301810,Lorong Love,Local_Street,Clear,0,67.7
Morning_Peak,2618295997-9025860954,Jalan Tun Syed Sheh Barakbah,Connector_Road,Congested,1,49.2
Morning_Peak,2618295997-6039866062,Jalan Tun Syed Sheh Barakbah,Connector_Road,Congested,1,44.8
Morning_Peak,2618295997-9473131298,Unnamed,Small_Alley,Clear,0,9.3
Morning_Peak,6343231409-1369835880,Sekolah Menengah Kebangsaan Convent Lebuh Light,Small_Alley,Clear,0,9.2
Morning_Peak,6343231409-1369835880,Unnamed,Small_Alley,Clear,0,9.2
Morning_Peak,6343231409-1369835801,Sekolah Menengah Kebangsaan Convent Lebuh Light,Small_Alley,Congested,1,10.2
Morning_Peak,6343231409-1369835801,Unnamed,Small_Alley,Congested,1,10.2
Morning_Peak,6343231410-9128530148,Sekolah Menengah Kebangsaan Convent Lebuh Light,Small_Alley,Clear,0,4.6
Morning_Peak,6343231410-9128530148,Unnamed,Small_Alley,Clear,0,4.6
Morning_Peak,6343231410-6343231411,Sekolah Menengah Kebangsaan Convent Lebuh Light,Small_Alley,Clear,0,7.4
Morning_Peak,6343231410-6343231411,Unnamed,Small_Alley,Clear,0,7.4
Morning_Peak,6343231411-6343231410,Sekolah Menengah Kebangsaan Convent Lebuh Light,Small_Alley,Congested,1,7.4
Morning_Peak,6343231411-6343231410,Unnamed,Small_Alley,Congested,1,7.4
Morning_Peak,6343231411-1369835880,Sekolah Menengah Kebangsaan Convent Lebuh Light,Small_Alley,Clear,0,12.9
Morning_Peak,6343231411-1369835880,Unnamed,Small_Alley,Clear,0,12.9
Morning_Peak,6343231412-9128525201,Sekolah Menengah Kebangsaan Convent Lebuh Light,Small_Alley,Clear,0,0.3
Morning_Peak,6343231412-9128525201,Unnamed,Small_Alley,Clear,0,0.3
Morning_Peak,6343231412-9025860985,Sekolah Menengah Kebangsaan Convent Lebuh Light,Small_Alley,Clear,0,3.4
Morning_Peak,6343231412-9128525200,Unnamed,Small_Alley,Clear,0,33.7
Morning_Peak,2738802790-2738802789,Unnamed,Small_Alley,Clear,0,15.9
Morning_Peak,2738802790-2738802789,Unnamed,Small_Alley,Clear,0,15.9
Morning_Peak,2738802790-9063431466,Unnamed,Small_Alley,Clear,0,12.7
Morning_Peak,2738802790-2738802796,Unnamed,Small_Alley,Congested,1,68.7
Morning_Peak,2738802804-9033665998,St Xavier's Institution,Small_Alley,Clear,0,3.4
Morning_Peak,2738802804-2738821148,St Xavier's Institution,Small_Alley,Clear,0,40.7
Morning_Peak,2738802804-2738821148,Unnamed,Small_Alley,Clear,0,40.7
Morning_Peak,2738802804-6041592412,Unnamed,Small_Alley,Clear,0,5.0
Morning_Peak,2738802806-2738821148,St Xavier's Institution,Small_Alley,Clear,0,15.2
Morning_Peak,2738802806-2738821148,Equator Academy of Arts,Small_Alley,Clear,0,15.2
Morning_Peak,2738802806-9033665983,St Xavier's Institution,Small_Alley,Congested,1,3.9
Morning_Peak,2738802806-9033665983,Equator Academy of Arts,Small_Alley,Congested,1,5.1
Morning_Peak,1369835801-6343231409,Sekolah Menengah Kebangsaan Convent Lebuh Light,Small_Alley,Clear,0,10.2
Morning_Peak,1369835801-6343231409,Unnamed,Small_Alley,Clear,0,10.2
Morning_Peak,1369835801-9025860953,Sekolah Menengah Kebangsaan Convent Lebuh Light,Small_Alley,Clear,0,13.1
Morning_Peak,1369835801-9025860953,Unnamed,Small_Alley,Clear,0,13.1
Morning_Peak,2738802821-9851049220,Unnamed,Small_Alley,Clear,0,4.1
Morning_Peak,2738802821-9851049220,Unnamed,Small_Alley,Clear,0,4.1
Morning_Peak,2738802821-2738802824,Unnamed,Small_Alley,Clear,0,17.9
Morning_Peak,2738802821-2738802824,Unnamed,Small_Alley,Clear,0,17.9
Morning_Peak,2738802822-2738802823,Unnamed,Small_Alley,Congested,1,11.7
Morning_Peak,2738802822-2738802823,Unnamed,Small_Alley,Congested,1,11.7
Morning_Peak,2738802822-9851049218,Unnamed,Small_Alley,Clear,0,3.3
Morning_Peak,2738802822-9851049218,Unnamed,Small_Alley,Clear,0,3.3
Morning_Peak,2738802823-9065239238,Unnamed,Small_Alley,Congested,1,4.6
Morning_Peak,2738802823-9065239238,Unnamed,Small_Alley,Congested,1,4.6
Morning_Peak,2738802823-2738802822,Unnamed,Small_Alley,Congested,1,11.7
Morning_Peak,2738802823-2738802822,Unnamed,Small_Alley,Congested,1,11.7
Morning_Peak,2738802824-2738802821,Unnamed,Small_Alley,Clear,0,17.9
Morning_Peak,2738802824-2738802821,Unnamed,Small_Alley,Clear,0,17.9
Morning_Peak,2738802824-9065239239,Unnamed,Small_Alley,Clear,0,8.1
Morning_Peak,2738802824-9065239239,Unnamed,Small_Alley,Clear,0,8.1
Morning_Peak,2738802824-9065239233,Unnamed,Small_Alley,Clear,0,3.5
Morning_Peak,2738802824-9065239233,Unnamed,Small_Alley,Clear,0,3.5
Morning_Peak,2738802825-2738802828,Unnamed,Small_Alley,Congested,1,22.8
Morning_Peak,2738802825-2738802828,Unnamed,Small_Alley,Congested,1,22.8
Morning_Peak,2738802825-2738802828,23 Love Lane,Small_Alley,Congested,1,22.8
Morning_Peak,2738802825-9065239244,Unnamed,Small_Alley,Congested,1,9.9
Morning_Peak,2738802825-9065239244,23 Love Lane,Small_Alley,Congested,1,9.9
Morning_Peak,2738802825-2738802827,Unnamed,Small_Alley,Congested,1,39.4
Morning_Peak,1369835835-9128530097,Sekolah Menengah Kebangsaan Convent Lebuh Light,Small_Alley,Clear,0,8.9
Morning_Peak,1369835835-9128530097,Unnamed,Small_Alley,Clear,0,8.9
Morning_Peak,1369835835-7830531935,Sekolah Menengah Kebangsaan Convent Lebuh Light,Small_Alley,Congested,1,13.5
Morning_Peak,1369835835-9128530092,Unnamed,Small_Alley,Clear,0,42.3
Morning_Peak,2738802827-9065239237,Unnamed,Small_Alley,Congested,1,12.6
Morning_Peak,2738802827-9065239237,Unnamed,Small_Alley,Congested,1,12.6
Morning_Peak,2738802827-9065239237,23 Love Lane,Small_Alley,Congested,1,12.6
Morning_Peak,2738802827-9065239236,Unnamed,Small_Alley,Congested,1,7.8
Morning_Peak,2738802827-9065239236,23 Love Lane,Small_Alley,Congested,1,7.8
Morning_Peak,2738802827-2738802825,Unnamed,Small_Alley,Clear,0,39.4
Morning_Peak,2738802828-2738802825,Unnamed,Small_Alley,Clear,0,22.8
Morning_Peak,2738802828-2738802825,Unnamed,Small_Alley,Clear,0,22.8
Morning_Peak,2738802828-2738802825,23 Love Lane,Small_Alley,Clear,0,22.8
Morning_Peak,2738802828-9065239237,Unnamed,Small_Alley,Congested,1,4.0
Morning_Peak,2738802828-9065239237,Unnamed,Small_Alley,Congested,1,4.0
Morning_Peak,2738802828-9065239237,23 Love Lane,Small_Alley,Congested,1,4.0
Morning_Peak,1369835880-6343231411,Sekolah Menengah Kebangsaan Convent Lebuh Light,Small_Alley,Clear,0,12.9
Morning_Peak,1369835880-6343231411,Unnamed,Small_Alley,Clear,0,12.9
Morning_Peak,1369835880-6343231409,Sekolah Menengah Kebangsaan Convent Lebuh Light,Small_Alley,Congested,1,9.2
Morning_Peak,1369835880-6343231409,Unnamed,Small_Alley,Congested,1,9.2
Morning_Peak,12061379067-12061379068,Unnamed,Small_Alley,Clear,0,16.7
Morning_Peak,12061379067-12061379068,Unnamed,Small_Alley,Clear,0,16.7
Morning_Peak,12061379067-2741523814,Unnamed,Small_Alley,Clear,0,31.9
Morning_Peak,12061379067-5596342446,Unnamed,Small_Alley,Clear,0,18.6
Morning_Peak,12061379068-12061379067,Unnamed,Small_Alley,Congested,1,16.7
Morning_Peak,12061379068-12061379067,Unnamed,Small_Alley,Congested,1,16.7
Morning_Peak,12061379068-5596342441,Unnamed,Small_Alley,Congested,1,7.5
Morning_Peak,12061379068-5596342443,Unnamed,Small_Alley,Clear,0,14.6
Morning_Peak,6088559297-6088559298,Terminal A,Small_Alley,Clear,0,31.9
Morning_Peak,6088559297-6088559298,Unnamed,Small_Alley,Clear,0,31.9
Morning_Peak,6088559297-9119710653,Terminal A,Small_Alley,Clear,0,6.0
Morning_Peak,6088559297-9119710675,Unnamed,Small_Alley,Clear,0,51.1
