Time_Period,Road_Type,Max_Speed,Lanes,Road_Length,Angle_Deviation,One_Way,Is_Obstacle,Travel_Time_Base,Node_Degree,Should_Take
Morning_Peak,unclassified,40,1,0.628553757,71.72,0,0,0.06,2,YES
Morning_Peak,residential,30,1,33.0593632,41.65,1,0,2.38,2,YES
Morning_Peak,residential,30,1,23.48591455,103.23,1,0,1.69,2,YES
Morning_Peak,service,40,1,104.6261195,38.46,0,0,18.83,3,YES
Morning_Peak,unclassified,40,1,0.557587719,74.35,0,0,0.05,3,YES
Morning_Peak,unclassified,40,1,6.838837295,93.68,0,0,0.62,3,YES
Morning_Peak,footway,40,1,131.314321,77.52,0,0,9.45,3,YES
Morning_Peak,unclassified,40,1,7.297757564,71.51,0,0,0.66,3,YES
Morning_Peak,unclassified,40,1,0.586167181,87.09,0,0,0.05,2,YES
Morning_Peak,residential,30,1,99.7899621,56.25,1,0,7.18,2,YES
Morning_Peak,unclassified,40,1,0.792654487,89.46,0,0,0.07,2,YES
Morning_Peak,unclassified,40,1,1.234559812,82.22,0,0,0.11,2,YES
Morning_Peak,unclassified,40,1,1.396637585,77.6,0,0,0.13,2,YES
Morning_Peak,unclassified,40,1,168.1677237,61.67,0,0,15.14,3,YES
Morning_Peak,unclassified,40,1,6.162585407,12.53,0,0,0.55,3,YES
Morning_Peak,footway,40,1,105.3267648,153.95,0,0,7.58,3,YES
Morning_Peak,unclassified,40,1,6.669224397,74.46,0,0,0.6,3,YES
Morning_Peak,unclassified,40,1,0.708586309,80.45,0,0,0.06,2,YES
Morning_Peak,residential,30,1,127.5363687,42.44,1,0,9.18,3,YES
Morning_Peak,unclassified,40,1,35.68687928,6.45,0,0,3.21,3,YES
Morning_Peak,unclassified,40,1,7.669310826,89.05,0,0,0.69,2,YES
Morning_Peak,footway,40,1,48.81138197,112.07,0,0,3.51,3,YES
Morning_Peak,unclassified,40,1,8.295410012,100.02,0,0,0.75,3,YES
Morning_Peak,unclassified,40,1,0.643141547,25.7,0,0,0.06,3,YES
Morning_Peak,unclassified,40,1,8.290109774,44.39,0,0,0.75,3,NO
Morning_Peak,unclassified,40,1,16.36355704,20.34,0,1,1.47,2,NO
Morning_Peak,footway,40,1,54.53680543,27.74,0,0,3.93,3,YES
Morning_Peak,residential,30,1,33.33649057,16.98,1,0,2.4,3,YES
Morning_Peak,residential,30,1,16.15254154,16.02,0,0,1.16,3,YES
Morning_Peak,footway,40,1,77.78048588,10.14,0,0,5.6,3,YES
Morning_Peak,residential,30,1,71.60583297,14.91,0,0,5.16,3,YES
Morning_Peak,secondary,60,3,27.29622634,15.75,1,1,3.28,1,YES
Morning_Peak,footway,40,1,27.72498407,33.26,0,0,2,3,YES
Morning_Peak,residential,30,1,24.22795913,48.77,0,0,1.74,2,YES
Morning_Peak,footway,40,1,3.205846464,76.92,0,0,0.23,3,YES
Morning_Peak,service,40,1,34.21124592,116.89,0,0,6.16,3,YES
Morning_Peak,residential,30,1,3.097248692,19.38,0,0,0.22,3,YES
Morning_Peak,residential,30,1,18.08347699,20.78,0,0,1.3,3,YES
Morning_Peak,footway,40,1,22.32757954,71.25,0,0,1.61,3,YES
Morning_Peak,residential,30,1,31.59045106,0,1,0,2.27,2,YES
Morning_Peak,residential,30,1,151.5309032,41.09,0,0,10.91,3,YES
Morning_Peak,residential,30,1,17.0138043,39.97,1,0,1.22,2,YES
Morning_Peak,service,40,1,3.177279335,23.6,1,0,0.57,3,YES
Morning_Peak,residential,30,1,5.855763763,92.83,0,0,0.42,3,YES
Morning_Peak,service,40,1,32.71722106,58.84,0,0,5.89,3,YES
Morning_Peak,service,40,1,103.418819,24.49,0,0,18.62,3,YES
Morning_Peak,service,40,1,104.3096286,9.29,0,0,18.78,2,YES
Morning_Peak,path,40,1,35.30009979,40.09,0,0,3.18,3,YES
Morning_Peak,residential,30,1,71.71603549,57.16,0,0,5.16,3,YES
Morning_Peak,footway,40,1,11.71818722,37.5,0,0,0.84,4,YES
Morning_Peak,residential,30,1,38.48315746,18.35,0,0,2.77,4,YES
Morning_Peak,residential,30,1,1.854231309,55.31,0,0,0.13,3,YES
Morning_Peak,residential,30,1,29.28404464,26.37,0,0,2.11,3,YES
Morning_Peak,footway,40,1,78.93926279,18.41,0,0,5.68,3,YES
Morning_Peak,footway,40,1,1.957321608,50.93,0,0,0.14,4,YES
Morning_Peak,residential,30,1,8.206263895,53.3,0,0,0.59,3,YES
Morning_Peak,service,40,1,28.28881528,67.45,0,0,5.09,3,YES
Morning_Peak,residential,30,1,5.709839002,19.52,0,0,0.41,3,YES
Morning_Peak,residential,30,1,202.933492,35.5,0,0,14.61,3,YES
Morning_Peak,residential,30,1,21.9760264,43.46,0,0,1.58,3,YES
Morning_Peak,secondary,60,2,148.4566157,14.89,0,1,17.81,3,YES
Morning_Peak,service,40,1,5.237908605,71.67,0,0,0.94,3,YES
Morning_Peak,service,40,1,110.9164823,80.57,0,0,19.96,1,YES
Morning_Peak,residential,30,1,13.32225355,18.16,1,0,0.96,2,YES
Morning_Peak,unclassified,40,1,32.87241092,92.24,1,0,2.96,2,YES
Morning_Peak,residential,30,1,23.74170766,16.53,0,0,1.71,3,YES
Morning_Peak,service,40,1,37.39106885,79.12,0,0,6.73,4,YES
Morning_Peak,service,40,1,77.47537707,71.38,0,0,13.95,3,YES
Morning_Peak,service,40,1,42.71236946,77.17,0,0,7.69,3,YES
Morning_Peak,residential,30,1,60.47093495,18.2,0,0,4.35,3,YES
Morning_Peak,footway,40,1,79.69493437,74.91,0,0,5.74,3,YES
Morning_Peak,residential,30,2,42.15898418,21.23,0,0,3.04,3,YES
Morning_Peak,footway,40,1,4.159855513,77.76,0,0,0.3,3,YES
Morning_Peak,service,40,1,22.70998382,50.64,0,0,4.09,3,YES
Morning_Peak,residential,30,1,4.884676425,14.99,0,0,0.35,3,YES
Morning_Peak,residential,30,1,8.430406441,65.75,1,0,0.61,3,YES
Morning_Peak,primary,70,2,32.64081718,35.44,1,1,2.94,2,YES
Morning_Peak,service,40,1,45.87695299,99.42,0,0,8.26,2,YES
Morning_Peak,unclassified,40,1,45.70647233,164.63,0,0,4.11,3,NO
Morning_Peak,service,40,1,3.995280717,174.69,0,0,0.72,2,NO
Morning_Peak,footway,40,1,5.788482194,102.87,0,0,0.42,3,YES
Morning_Peak,footway,40,1,185.964702,59.37,0,0,13.39,3,YES
Morning_Peak,footway,40,1,4.779949959,147.48,0,0,0.34,3,YES
Morning_Peak,cycleway,40,1,6.788916797,20.58,0,1,0.61,3,YES
Morning_Peak,footway,40,1,44.60167567,10.71,0,0,3.21,3,YES
Morning_Peak,footway,40,1,56.50317201,16.37,0,0,4.07,3,YES
Morning_Peak,unclassified,40,1,41.43239378,87.1,1,0,3.73,3,YES
Morning_Peak,footway,40,1,85.96193736,7.13,0,0,6.19,4,YES
Morning_Peak,footway,40,1,84.63496423,72.15,0,0,6.09,3,YES
Morning_Peak,footway,40,1,54.27008664,18.74,0,0,3.91,3,YES
Morning_Peak,unclassified,40,1,17.13830389,59.86,0,0,1.54,3,YES
Morning_Peak,residential,30,1,23.54129525,105.24,1,0,1.69,2,YES
Morning_Peak,unclassified,40,1,33.24264525,12.53,0,0,2.99,3,YES
Morning_Peak,cycleway,40,1,5.127542875,26.33,0,0,0.46,3,YES
Morning_Peak,service,40,1,4.867661885,20.35,1,1,0.88,1,YES
Morning_Peak,unclassified,40,1,23.41034097,3,0,0,2.11,3,YES
Morning_Peak,footway,40,1,4.468494096,19.6,0,0,0.32,3,YES
Morning_Peak,footway,40,1,41.54744843,108.14,0,0,2.99,3,YES
Morning_Peak,tertiary,50,1,12.85419867,31.47,1,0,1.16,2,YES
Morning_Peak,footway,40,1,6.151294542,13.44,0,0,0.44,3,YES
Morning_Peak,service,40,1,1.409102786,88.58,0,0,0.25,3,YES
Morning_Peak,cycleway,40,1,79.65244721,0.86,0,0,7.17,5,YES
Morning_Peak,service,40,1,145.0177838,68.55,1,0,26.1,3,YES
Morning_Peak,footway,40,1,36.92353104,23.68,0,0,2.66,3,YES
Morning_Peak,cycleway,40,1,58.92017017,22.9,0,0,5.3,4,YES
Morning_Peak,footway,40,1,52.7624534,78.11,0,0,3.8,3,YES
Morning_Peak,footway,40,1,9.332081799,82.27,0,0,0.67,3,YES
Morning_Peak,footway,40,1,3.706767695,14.65,0,0,0.27,3,YES
Morning_Peak,footway,40,1,92.46425025,1.58,0,0,6.66,2,YES
Morning_Peak,footway,40,1,23.67049623,8.08,0,0,1.7,3,YES
Morning_Peak,service,40,1,3.142097434,20.52,1,0,0.57,1,YES
Morning_Peak,footway,40,1,79.00293043,27.34,0,0,5.69,3,YES
Morning_Peak,footway,40,1,6.501179671,109.21,0,0,0.47,3,YES
Morning_Peak,footway,40,1,9.755998667,81.44,0,0,0.7,3,YES
Morning_Peak,footway,40,1,6.087518526,17.56,0,0,0.44,3,YES
Morning_Peak,footway,40,1,24.82724081,4.91,0,0,1.79,4,YES
Morning_Peak,residential,30,1,81.09689307,82.4,1,0,5.84,1,YES
Morning_Peak,footway,40,1,62.86426921,5.86,0,0,4.53,4,YES
Morning_Peak,cycleway,40,1,8.413944404,96.18,0,0,0.76,3,YES
Morning_Peak,footway,40,1,38.30674498,33.6,0,0,2.76,3,YES
Morning_Peak,unclassified,40,1,20.07151844,97.19,1,0,1.81,2,YES
Morning_Peak,unclassified,40,1,2.700397138,160.27,1,0,0.24,2,YES
Morning_Peak,cycleway,40,1,99.69029967,3.24,0,0,8.97,5,YES
Morning_Peak,footway,40,1,49.04031267,70.03,0,0,3.53,4,YES
Morning_Peak,footway,40,1,7.607569018,7.94,0,0,0.55,3,YES
Morning_Peak,footway,40,1,52.16874801,19.75,0,0,3.76,2,YES
Morning_Peak,footway,40,1,93.60679133,78.08,0,0,6.74,4,YES
Morning_Peak,residential,30,1,16.65200653,104.29,1,0,1.2,3,YES
Morning_Peak,tertiary,50,1,11.17427187,30.88,1,0,1.01,2,YES
Morning_Peak,service,40,1,5.377335445,0,0,0,0.97,3,YES
Morning_Peak,service,40,1,38.34079193,17.29,1,0,6.9,2,YES
Morning_Peak,footway,40,1,28.94704447,8.32,0,0,2.08,4,YES
Morning_Peak,footway,40,1,8.484091922,41.38,0,0,0.61,3,YES
Morning_Peak,footway,40,1,2.253597294,35.08,0,0,0.16,3,YES
Morning_Peak,primary,70,5,50.63100279,97.38,1,0,4.56,1,YES
Morning_Peak,footway,40,1,37.1324048,55.23,0,0,2.67,3,YES
Morning_Peak,footway,40,1,61.95871126,17.97,0,0,4.46,3,YES
Morning_Peak,footway,40,1,5.739843484,17.42,0,0,0.41,3,YES
Morning_Peak,footway,40,1,20.23485235,12.84,0,0,1.46,3,YES
Morning_Peak,footway,40,1,43.87123592,75.94,0,0,3.16,3,YES
Morning_Peak,footway,40,1,43.91229197,94.15,0,0,3.16,4,YES
Morning_Peak,footway,40,1,24.2018351,12.6,0,0,1.74,3,YES
Morning_Peak,cycleway,40,1,17.420498,40.49,0,0,1.57,3,YES
Morning_Peak,footway,40,1,118.8043972,87.68,0,0,8.55,3,YES
Morning_Peak,unclassified,40,1,25.13098782,92.46,1,0,2.26,2,YES
Morning_Peak,unclassified,40,1,109.5957048,4.75,0,0,9.86,3,YES
Morning_Peak,residential,30,1,18.23731523,105.82,1,0,1.31,2,YES
Morning_Peak,footway,40,1,42.35457635,85.25,0,0,3.05,4,YES
Morning_Peak,primary,70,2,41.84726263,75.07,1,0,3.77,3,YES
Morning_Peak,footway,40,1,29.98099993,17.01,0,0,2.16,3,YES
Morning_Peak,cycleway,40,1,32.34325866,14.42,0,0,2.91,3,YES
Morning_Peak,cycleway,40,1,106.8908742,17.02,0,0,9.62,3,YES
Morning_Peak,footway,40,1,82.04045159,63.97,0,0,5.91,3,YES
Morning_Peak,primary,70,2,116.5739347,71.1,1,0,10.49,1,YES
Morning_Peak,footway,40,1,58.06911478,39.96,0,1,4.18,3,YES
Morning_Peak,cycleway,40,1,21.59414749,7.67,0,0,1.94,4,YES
Morning_Peak,unclassified,40,2,61.52478172,4.45,0,0,5.54,3,YES
Morning_Peak,footway,40,1,15.49675149,17.88,0,0,1.12,3,YES
Morning_Peak,footway,40,1,60.07146049,82.21,0,0,4.33,3,YES
Morning_Peak,unclassified,40,1,16.82387446,24.03,0,0,1.51,3,NO
Morning_Peak,footway,40,1,8.46565441,39.98,0,0,0.61,3,NO
Morning_Peak,footway,40,1,79.00293043,39.66,0,0,5.69,4,YES
Morning_Peak,footway,40,1,3.706767695,63.9,0,0,0.27,3,YES
Morning_Peak,footway,40,1,85.96193736,56.89,0,0,6.19,3,YES
Morning_Peak,footway,40,1,23.67049623,55.01,0,0,1.7,4,YES
Morning_Peak,residential,30,1,13.16964487,108.75,1,0,0.95,2,YES
Morning_Peak,footway,40,1,29.98099993,68.87,0,0,2.16,3,YES
Morning_Peak,footway,40,1,44.60167567,57.31,0,0,3.21,3,YES
Morning_Peak,footway,40,1,8.484091922,114.48,0,0,0.61,3,YES
Morning_Peak,unclassified,40,1,13.74593702,38.84,0,0,1.24,3,YES
Morning_Peak,unclassified,40,1,33.24264525,66.13,0,0,2.99,3,YES
Morning_Peak,unclassified,40,1,6.199267885,136.56,0,0,0.56,3,YES
Morning_Peak,footway,40,1,56.50317201,57.31,0,0,4.07,3,YES
Morning_Peak,footway,40,1,118.8043972,4.58,0,0,8.55,3,YES
Morning_Peak,footway,40,1,43.91229197,23.04,0,0,3.16,3,YES
Morning_Peak,footway,40,1,2.253597294,43.75,0,0,0.16,3,YES
Morning_Peak,service,40,1,3.273193653,39.12,0,1,0.59,4,YES
Morning_Peak,residential,30,1,3.438732272,83.11,1,0,0.25,2,YES
Morning_Peak,unclassified,40,1,37.2863061,36.8,0,0,3.36,3,YES
Morning_Peak,footway,40,1,6.151294542,95.05,0,0,0.44,3,YES
Morning_Peak,footway,40,1,131.4034189,11.22,0,0,9.46,3,YES
Morning_Peak,residential,30,1,37.79070357,38.88,1,0,2.72,3,YES
Morning_Peak,footway,40,1,37.1324048,12.57,0,0,2.67,4,YES
Morning_Peak,unclassified,40,1,36.01546951,38.86,0,0,3.24,3,YES
Morning_Peak,unclassified,40,1,17.13830389,131.75,0,0,1.54,3,YES
Morning_Peak,unclassified,40,1,29.6352846,35.32,0,0,2.67,3,YES
Morning_Peak,footway,40,1,22.24519414,0,0,0,1.6,3,YES
Morning_Peak,residential,30,1,4.583997833,75.39,1,0,0.33,3,YES
Morning_Peak,footway,40,1,7.607569018,56.45,0,0,0.55,3,YES
Morning_Peak,footway,40,1,54.27008664,51.64,0,0,3.91,3,YES
Morning_Peak,footway,40,1,42.35457635,5.57,0,0,3.05,3,YES
Morning_Peak,footway,40,1,20.23485235,69.19,0,0,1.46,3,YES
Morning_Peak,unclassified,40,1,34.14957551,48.58,0,0,3.07,2,YES
Morning_Peak,footway,40,1,138.845534,6.25,0,0,10,3,YES
Morning_Peak,unclassified,40,1,13.94926837,142.92,0,0,1.26,3,YES
Morning_Peak,unclassified,40,1,6.114504732,136.94,0,0,0.55,2,YES
Morning_Peak,service,40,1,23.5130222,44.06,0,0,4.23,2,YES
Morning_Peak,footway,40,1,60.07146049,6.07,0,0,4.33,4,YES
Morning_Peak,footway,40,1,24.2018351,71.2,0,0,1.74,3,YES
Morning_Peak,unclassified,40,1,6.381910996,127.79,0,0,0.57,3,YES
Morning_Peak,service,40,1,21.29381356,38.27,0,0,3.83,1,NO
Morning_Peak,unclassified,40,1,5.02489662,114.61,0,0,0.45,3,NO
Morning_Peak,footway,40,1,3.706767695,33.87,0,0,0.27,3,YES
Morning_Peak,residential,30,1,35.29983706,109.93,0,0,2.54,2,YES
Morning_Peak,footway,40,1,116.4931299,50.85,0,0,8.39,3,YES
Morning_Peak,footway,40,1,69.59947668,35.45,0,1,5.01,3,YES
Morning_Peak,footway,40,1,54.02287207,53.13,0,0,3.89,3,YES
Morning_Peak,footway,40,1,29.98099993,34.06,0,0,2.16,3,YES
Morning_Peak,unclassified,40,1,70.42573779,111.82,1,0,6.34,1,YES
Morning_Peak,residential,30,1,54.27867096,128.98,1,0,3.91,2,YES
Morning_Peak,footway,40,1,56.50317201,30.25,0,0,4.07,3,YES
Morning_Peak,footway,40,1,118.8043972,41.14,0,0,8.55,3,YES
Morning_Peak,unclassified,40,1,3.033629192,16.96,0,0,0.27,3,YES
Morning_Peak,footway,40,1,4.56390267,98.87,0,0,0.33,3,YES
Morning_Peak,residential,30,1,2.434434639,124.66,1,0,0.18,3,YES
Morning_Peak,footway,40,1,131.4034189,66.74,0,0,9.46,3,YES
Morning_Peak,residential,30,1,27.33738041,8.92,1,0,1.97,2,YES
Morning_Peak,unclassified,40,1,17.13830389,110.77,0,0,1.54,3,YES
Morning_Peak,residential,30,1,42.45597744,139.19,1,0,3.06,1,YES
Morning_Peak,residential,30,1,67.68970424,48.73,1,0,4.87,2,YES
Morning_Peak,service,40,1,53.35082994,126.95,0,0,9.6,3,YES
Morning_Peak,footway,40,1,71.30181775,40.5,0,0,5.13,3,YES
Morning_Peak,footway,40,1,54.27008664,27.17,0,0,3.91,3,YES
Morning_Peak,footway,40,1,138.845534,54.74,0,0,10,3,YES
Morning_Peak,service,40,1,23.5130222,75.37,0,0,4.23,2,YES
Morning_Peak,residential,30,1,32.75381248,157.02,0,0,2.36,3,YES
Morning_Peak,residential,30,1,3.300213065,140.5,1,0,0.24,2,YES
Morning_Peak,secondary,60,2,20.89730571,44.88,1,0,2.51,1,YES
Morning_Peak,unclassified,40,1,11.98329025,0,0,0,1.08,5,YES
Morning_Peak,secondary,60,2,24.92271956,93.13,0,0,2.99,3,YES
Morning_Peak,residential,30,1,3.903096547,118.83,1,0,0.28,3,YES
Morning_Peak,service,40,1,40.27995403,44.35,0,0,7.25,3,YES
Morning_Peak,footway,40,1,79.69493437,43.06,0,0,5.74,3,YES
Morning_Peak,footway,40,1,8.204685862,10.38,0,0,0.59,3,YES
Morning_Peak,residential,30,1,130.8919108,131.7,1,0,9.42,2,YES
Morning_Peak,residential,30,1,133.6028044,135.21,1,0,9.62,2,YES
Morning_Peak,footway,40,1,23.67049623,39.92,0,0,1.7,4,YES
Morning_Peak,footway,40,1,33.31099489,48.96,0,1,2.4,3,YES
Morning_Peak,service,40,1,98.45647298,10.22,0,0,17.72,3,YES
Morning_Peak,footway,40,1,13.27754689,45.7,0,0,0.96,3,YES
Morning_Peak,secondary,60,2,22.4504592,100.25,0,1,2.69,2,YES
Morning_Peak,service,40,1,97.70189657,46.27,0,0,17.59,3,YES
Morning_Peak,residential,30,1,16.25321602,5.44,1,0,1.17,2,YES
Morning_Peak,footway,40,1,44.60167567,34.72,0,0,3.21,3,YES
Morning_Peak,footway,40,1,8.484091922,93.38,0,0,0.61,3,YES
Morning_Peak,unclassified,40,1,41.39083738,128.22,1,0,3.73,2,YES
Morning_Peak,unclassified,40,1,44.41919665,129.24,1,0,4,2,YES
Morning_Peak,footway,40,1,28.94704447,39.07,0,0,2.08,3,YES
Morning_Peak,footway,40,1,37.1324048,8.95,0,0,2.67,4,YES
Morning_Peak,residential,30,1,38.75870321,125.68,1,0,2.79,1,YES
Morning_Peak,footway,40,1,7.607569018,40.73,0,0,0.55,3,YES
Morning_Peak,footway,40,1,20.23485235,36.91,0,0,1.46,3,YES
Morning_Peak,service,40,1,3.464727553,38.07,1,0,0.62,2,YES
Morning_Peak,footway,40,1,11.84301351,137.49,0,0,0.85,3,YES
Morning_Peak,path,40,1,38.40105136,19.48,0,0,3.46,3,YES
Morning_Peak,footway,40,1,24.2018351,37.78,0,0,1.74,3,YES
Morning_Peak,residential,30,1,67.68116486,50.58,1,0,4.87,2,YES
Morning_Peak,unclassified,40,1,8.411648812,5.47,0,0,0.76,3,YES
Morning_Peak,residential,30,1,66.58885837,130.15,1,0,4.79,2,YES
Morning_Peak,footway,40,1,85.96193736,40.95,0,0,6.19,3,YES
Morning_Peak,residential,30,1,7.977107314,13.25,1,0,0.57,2,YES
Morning_Peak,unclassified,40,1,42.55735265,16.14,0,0,3.83,3,YES
Morning_Peak,footway,40,1,7.676908147,128.84,0,0,0.55,3,YES
Morning_Peak,residential,30,1,13.16964487,11.91,1,0,0.95,2,YES
Morning_Peak,footway,40,1,37.36254352,53.27,0,0,2.69,4,YES
Morning_Peak,footway,40,1,3.205846464,42.7,0,0,0.23,3,YES
Morning_Peak,secondary,60,2,15.08446152,44.95,1,0,1.81,3,YES
Morning_Peak,footway,40,1,2.253597294,13.51,0,0,0.16,3,YES
Morning_Peak,footway,40,1,7.61261491,46.07,0,0,0.55,3,YES
Morning_Peak,footway,40,1,6.151294542,63.04,0,0,0.44,3,YES
Morning_Peak,residential,30,1,4.583997833,28.02,1,0,0.33,3,YES
Morning_Peak,service,40,1,13.09852901,4.67,0,0,2.36,2,YES
Morning_Peak,footway,40,1,42.35457635,47.55,0,0,3.05,3,YES
Morning_Peak,residential,30,1,7.573757959,12.07,1,0,0.55,2,YES
Morning_Peak,unclassified,40,1,32.87241092,132.3,1,0,2.96,2,YES
Morning_Peak,unclassified,40,1,6.022045095,8.39,0,0,0.54,3,YES
Morning_Peak,footway,40,1,102.7092403,47.35,0,0,7.4,3,YES
Morning_Peak,residential,30,1,64.95362092,110.43,0,0,4.68,2,YES
Morning_Peak,service,40,1,2.411192214,78.38,0,0,0.43,3,YES
Morning_Peak,unclassified,40,1,9.450386442,112.12,1,0,0.85,2,YES
Morning_Peak,service,40,1,15.83769503,6.69,0,0,2.85,4,YES
Morning_Peak,footway,40,1,32.37337823,46.28,0,0,2.33,3,YES
Morning_Peak,footway,40,1,79.00293043,21.2,0,0,5.69,4,YES
Morning_Peak,footway,40,1,7.789371503,48.48,0,0,0.56,4,YES
Morning_Peak,residential,30,1,29.76050439,7.47,1,0,2.14,3,YES
Morning_Peak,unclassified,40,1,3.91754926,81.06,0,0,0.35,4,YES
Morning_Peak,unclassified,40,1,33.24264525,35.77,0,0,2.99,3,YES
Morning_Peak,unclassified,40,1,11.42721724,86.79,0,0,1.03,2,YES
Morning_Peak,footway,40,1,43.91229197,44.3,0,0,3.16,3,YES
Morning_Peak,residential,30,1,15.08927335,24.71,0,0,1.09,2,YES
Morning_Peak,residential,30,1,3.438732272,35.1,1,0,0.25,2,YES
Morning_Peak,residential,30,1,64.06124702,17.8,1,0,4.61,2,YES
Morning_Peak,residential,30,1,37.79070357,11.29,1,0,2.72,3,YES
Morning_Peak,footway,40,1,25.39678197,42.47,0,0,1.83,3,YES
Morning_Peak,footway,40,1,7.530593808,139.16,0,0,0.54,3,YES
Morning_Peak,path,40,1,25.67836175,13.31,0,0,2.31,3,YES
Morning_Peak,unclassified,40,1,3.699156315,53.78,0,0,0.33,2,YES
